MetricType,UtilInfo.version,UtilInfo.metricType,UtilInfo.frequency,UtilInfo.mtms,UtilInfo.name,UtilInfo.uuid,SampleInfo.timeStamp,SampleInfo.numOfSamplesAggregated,SampleInfo.status,ViosUtil.id,ViosUtil.uuid,ViosUtil.name,ViosUtil.state,EnergyPowerUtil.powerReading,EnergyThermalUtil.entityId,EnergyThermalUtil.entityInstance,EnergyThermalUtil.temperatureReading,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T10:00:00-0500,24,0,-,-,-,-,1363.629,1,Inlet,22.888,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T10:00:00-0500,24,0,-,-,-,-, 1318,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T10:00:00-0500,24,0,-,-,-,-, 1461,1,Inlet, 23,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T12:00:00-0500,24,0,-,-,-,-,1368.650,1,Inlet,23.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T12:00:00-0500,24,0,-,-,-,-, 1329,1,Inlet, 23,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T12:00:00-0500,24,0,-,-,-,-, 1484,1,Inlet, 23,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T14:00:00-0500,24,0,-,-,-,-,1372.083,1,Inlet,23.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T14:00:00-0500,24,0,-,-,-,-, 1327,1,Inlet, 23,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T14:00:00-0500,24,0,-,-,-,-, 1460,1,Inlet, 23,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T16:00:00-0500,24,0,-,-,-,-,1366.900,1,Inlet,23.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T16:00:00-0500,24,0,-,-,-,-, 1328,1,Inlet, 23,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T16:00:00-0500,24,0,-,-,-,-, 1469,1,Inlet, 23,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T18:00:00-0500,24,0,-,-,-,-,1362.971,1,Inlet,22.242,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T18:00:00-0500,24,0,-,-,-,-, 1322,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T18:00:00-0500,24,0,-,-,-,-, 1466,1,Inlet, 23,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T20:00:00-0500,24,0,-,-,-,-,1359.213,1,Inlet,22.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T20:00:00-0500,24,0,-,-,-,-, 1322,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T20:00:00-0500,24,0,-,-,-,-, 1458,1,Inlet, 22,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T22:00:00-0500,24,0,-,-,-,-,1352.579,1,Inlet,22.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T22:00:00-0500,24,0,-,-,-,-, 1320,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T22:00:00-0500,24,0,-,-,-,-, 1438,1,Inlet, 22,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T00:00:00-0500,24,0,-,-,-,-,1344.413,1,Inlet,22.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T00:00:00-0500,24,0,-,-,-,-, 1317,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T00:00:00-0500,24,0,-,-,-,-, 1436,1,Inlet, 22,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T02:00:00-0500,24,0,-,-,-,-,1340.392,1,Inlet,22.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T02:00:00-0500,24,0,-,-,-,-, 1312,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T02:00:00-0500,24,0,-,-,-,-, 1458,1,Inlet, 22,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T04:00:00-0500,24,0,-,-,-,-,1333.779,1,Inlet,22.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T04:00:00-0500,24,0,-,-,-,-, 1300,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T04:00:00-0500,24,0,-,-,-,-, 1422,1,Inlet, 22,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T06:00:00-0500,24,0,-,-,-,-,1333.117,1,Inlet,22.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T06:00:00-0500,24,0,-,-,-,-, 1308,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T06:00:00-0500,24,0,-,-,-,-, 1425,1,Inlet, 22,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T08:00:00-0500,24,0,-,-,-,-,1349.175,1,Inlet,22.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T08:00:00-0500,24,0,-,-,-,-, 1313,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T08:00:00-0500,24,0,-,-,-,-, 1458,1,Inlet, 22,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T10:00:00-0500,24,0,-,-,-,-,1344.892,1,Inlet,22.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T10:00:00-0500,24,0,-,-,-,-, 1313,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T10:00:00-0500,24,0,-,-,-,-, 1448,1,Inlet, 22,
AVG,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T12:00:00-0500,24,0,-,-,-,-,1347.300,1,Inlet,22.000,
MIN,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T12:00:00-0500,24,0,-,-,-,-, 1319,1,Inlet, 22,
MAX,1.3.0,Aggregated,7200,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T12:00:00-0500,24,0,-,-,-,-, 1451,1,Inlet, 22,
