MetricType,UtilInfo.version,UtilInfo.metricType,UtilInfo.frequency,UtilInfo.mtms,UtilInfo.name,UtilInfo.uuid,SampleInfo.timeStamp,SampleInfo.numOfSamplesAggregated,SampleInfo.status,ViosUtil.id,ViosUtil.uuid,ViosUtil.name,ViosUtil.state,EnergyPowerUtil.powerReading,EnergyThermalUtil.entityId,EnergyThermalUtil.entityInstance,EnergyThermalUtil.temperatureReading,
MIN,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-25T00:00:00-0500,12,0,-,-,-,-, 1304,1,Inlet, 21,
MAX,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-25T00:00:00-0500,12,0,-,-,-,-, 1492,1,Inlet, 22,
AVG,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-26T00:00:00-0500,12,0,-,-,-,-,1359.334,1,Inlet,21.987,
MIN,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-26T00:00:00-0500,12,0,-,-,-,-, 1306,1,Inlet, 21,
MAX,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-26T00:00:00-0500,12,0,-,-,-,-, 1479,1,Inlet, 22,
AVG,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-27T00:00:00-0500,12,0,-,-,-,-,1365.885,1,Inlet,22.000,
MIN,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-27T00:00:00-0500,12,0,-,-,-,-, 1305,1,Inlet, 22,
MAX,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-27T00:00:00-0500,12,0,-,-,-,-, 1475,1,Inlet, 22,
AVG,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-28T00:00:00-0500,12,0,-,-,-,-,1356.259,1,Inlet,22.290,
MIN,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-28T00:00:00-0500,12,0,-,-,-,-, 1303,1,Inlet, 22,
MAX,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-28T00:00:00-0500,12,0,-,-,-,-, 1478,1,Inlet, 23,
AVG,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T00:00:00-0500,12,0,-,-,-,-,1354.187,1,Inlet,22.286,
MIN,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T00:00:00-0500,12,0,-,-,-,-, 1304,1,Inlet, 22,
MAX,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-29T00:00:00-0500,12,0,-,-,-,-, 1478,1,Inlet, 23,
AVG,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T00:00:00-0500,12,0,-,-,-,-,1354.269,1,Inlet,22.344,
MIN,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T00:00:00-0500,12,0,-,-,-,-, 1296,1,Inlet, 22,
MAX,1.3.0,Aggregated,86400,9080-HEX*78A6AD8,SLO-9080-HEX-SN78A6AD8,1ef8693e-4092-3024-be57-3927f1b5c340,2026-05-30T00:00:00-0500,12,0,-,-,-,-, 1484,1,Inlet, 23,
